context_conditions,n_context_conditions,occurrence_id,setup_def_version,tf,session_globex_day,segment_id,direction,origin_family,origin_object_id,origin_extreme,trigger_object_id,trigger_index,C_index,trigger_ts_et,availability_et,entry,structural_stop,structural_target,target_kind,risk_points,risk_atr,target_R,expiry_E_bars,resolve_H_1m,exact_graph,reduced_graph,broad_family,structural_score,sc_context_coherence,sc_trigger_clarity,sc_displacement_quality,sc_freshness,sc_invalidation_clarity,sc_target_room,sc_contradiction,primitive_ids,outcome,entry_fill_et,resolution_et,realized_R,favorable,mfe_R,mae_R,time_to_target_min,time_to_invalidation_min,target_still_valid,feat_direction,feat_session,feat_origin_family,feat_time_anchor,feat_displacement_atr,feat_path_efficiency,feat_fvg_tf,feat_fvg_width_atr,feat_vwap_side,feat_nearest_vwap_band,feat_nearest_band_dist_atr,feat_level_family,feat_target_distance_R,feat_opposing_distance_atr,feat_volatility_bucket,feat_risk_atr,prior_global_p,prior_global_R,exact_n,exact_wins,exact_losses,exact_fav_rate,exact_mean_R,reduced_n,reduced_fav_rate,reduced_mean_R,broad_n,broad_fav_rate,broad_mean_R,global_n,w_exact,w_reduced,w_broad,shrunk_favorable_probability,shrunk_expected_R,evidence_count,effective_sample_size,uncertainty_halfwidth,final_predicted_class
origin=FVG_FAILURE | anchor=off_anchor | vwap_below,3,OC-5m-20260707T0240-L-FVG,cg-recognizer-v1.0.0,5m,2026-07-07,6,long,FVG_FAILURE,FVG-5m-bear-20260707T0210,29678.0,FVG-5m-bull-20260707T0305,36203,36208,2026-07-07 02:40:00-04:00,2026-07-07 03:10:00-04:00,29694.75,29693.25,29712.25,level,1.5,0.066,11.667,20,120,FVG_FAILURE(20260707T0210)|long|5m->DISP->FVG_bull->FILL,ORIGIN_FVG_FAILURE|long|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|long,59.632,1.0,0.397,0.2895,1.0,0.2618,1.0,0.2356,ORIGIN:FVG-5m-bear-20260707T0210 ; TRIGGER_FVG:FVG-5m-bull-20260707T0305,LOSS,2026-07-07 03:10:00-04:00,2026-07-07 03:10:00-04:00,-1.0,False,4.0,5.333,,0.0,True,long,2026-07-07,FVG_FAILURE,off_anchor,0.612,0.171,5m,0.066,below,-2.0,1.256,,11.667,0.764,normal,0.066,0.7872,0.3073,0,0,0,,,183,0.7432,0.3417,244,0.7664,0.3355,719,0.0,0.901,0.859,0.7457,0.3407,0.0,183.0,0.0631,FAVORABLE
origin=FVG_FAILURE | anchor=off_anchor | vwap_below,3,OC-5m-20260707T0345-S-FVG,cg-recognizer-v1.0.0,5m,2026-07-07,6,short,FVG_FAILURE,FVG-5m-bull-20260707T0305,29694.75,FVG-5m-bear-20260707T0350,36216,36217,2026-07-07 03:45:00-04:00,2026-07-07 03:55:00-04:00,29691.0,29693.0,29683.0,level,2.0,0.092,4.0,20,120,FVG_FAILURE(20260707T0305)|short|5m->DISP->FVG_bear->FILL,ORIGIN_FVG_FAILURE|short|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|short,70.754,1.0,0.5097,0.7011,1.0,0.3745,1.0,0.6325,ORIGIN:FVG-5m-bull-20260707T0305 ; TRIGGER_FVG:FVG-5m-bear-20260707T0350,LOSS,2026-07-07 04:13:00-04:00,2026-07-07 04:13:00-04:00,-1.0,False,3.75,1.875,,0.0,True,short,2026-07-07,FVG_FAILURE,off_anchor,1.275,0.552,5m,0.092,below,-2.0,1.127,,4.0,0.368,normal,0.092,0.7872,0.3073,0,0,0,,,182,0.7363,0.2233,235,0.7447,0.2459,719,0.0,0.901,0.855,0.7377,0.2264,0.0,182.0,0.0639,FAVORABLE
origin=VWAP_BAND | anchor=off_anchor | vwap_below,3,OC-5m-20260707T0355-L-VWA,cg-recognizer-v1.0.0,5m,2026-07-07,6,long,VWAP_BAND,VWAP-2.618-2026-07-07,29644.731518092583,FVG-5m-bull-20260707T0415,36218,36222,2026-07-07 03:55:00-04:00,2026-07-07 04:20:00-04:00,29683.75,29663.5,29685.75,level,20.25,0.866,0.099,20,120,VWAP_BAND(07)|long|5m->DISP->FVG_bull->FILL,ORIGIN_VWAP_BAND|long|5m->DISPLACEMENT->FVG_RETEST,VWAP_BAND|long,64.78,1.0,0.7427,0.7576,1.0,0.8778,0.0329,0.9145,ORIGIN:VWAP-2.618-2026-07-07 ; TRIGGER_FVG:FVG-5m-bull-20260707T0415,WIN,2026-07-07 04:27:00-04:00,2026-07-07 04:27:00-04:00,0.09876543209876543,True,0.185,0.012,0.0,,True,long,2026-07-07,VWAP_BAND,off_anchor,1.624,0.515,5m,0.866,below,-2.0,1.057,,0.099,0.085,normal,0.866,0.7872,0.3073,0,0,0,,,72,0.9167,0.3596,125,0.888,0.2242,719,0.0,0.783,0.758,0.9051,0.3346,0.0,72.0,0.0677,FAVORABLE
origin=FVG_FAILURE | anchor=off_anchor | vwap_below,3,OC-5m-20260707T0410-L-FVG,cg-recognizer-v1.0.0,5m,2026-07-07,6,long,FVG_FAILURE,FVG-5m-bear-20260707T0355,29683.0,FVG-5m-bull-20260707T0415,36221,36222,2026-07-07 04:10:00-04:00,2026-07-07 04:20:00-04:00,29683.75,29663.5,29685.75,level,20.25,0.866,0.099,20,120,FVG_FAILURE(20260707T0355)|long|5m->DISP->FVG_bull->FILL,ORIGIN_FVG_FAILURE|long|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|long,64.78,1.0,0.7427,0.7576,1.0,0.8778,0.0329,0.9145,ORIGIN:FVG-5m-bear-20260707T0355 ; TRIGGER_FVG:FVG-5m-bull-20260707T0415,WIN,2026-07-07 04:27:00-04:00,2026-07-07 04:27:00-04:00,0.09876543209876543,True,0.185,0.012,0.0,,True,long,2026-07-07,FVG_FAILURE,off_anchor,1.624,0.515,5m,0.866,below,-2.0,1.057,,0.099,0.085,normal,0.866,0.7872,0.3073,0,0,0,,,183,0.7432,0.3417,244,0.7664,0.3355,719,0.0,0.901,0.859,0.7457,0.3407,0.0,183.0,0.0631,FAVORABLE
origin=FVG_FAILURE | anchor=off_anchor | vwap_below,3,OC-5m-20260707T0410-L-FVG,cg-recognizer-v1.0.0,5m,2026-07-07,6,long,FVG_FAILURE,FVG-5m-bear-20260707T0400,29669.75,FVG-5m-bull-20260707T0415,36221,36222,2026-07-07 04:10:00-04:00,2026-07-07 04:20:00-04:00,29683.75,29663.5,29685.75,level,20.25,0.866,0.099,20,120,FVG_FAILURE(20260707T0400)|long|5m->DISP->FVG_bull->FILL,ORIGIN_FVG_FAILURE|long|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|long,64.78,1.0,0.7427,0.7576,1.0,0.8778,0.0329,0.9145,ORIGIN:FVG-5m-bear-20260707T0400 ; TRIGGER_FVG:FVG-5m-bull-20260707T0415,WIN,2026-07-07 04:27:00-04:00,2026-07-07 04:27:00-04:00,0.09876543209876543,True,0.185,0.012,0.0,,True,long,2026-07-07,FVG_FAILURE,off_anchor,1.624,0.515,5m,0.866,below,-2.0,1.057,,0.099,0.085,normal,0.866,0.7872,0.3073,0,0,0,,,183,0.7432,0.3417,244,0.7664,0.3355,719,0.0,0.901,0.859,0.7457,0.3407,0.0,183.0,0.0631,FAVORABLE
origin=FVG_FAILURE | anchor=off_anchor | vwap_below,3,OC-5m-20260707T0550-L-FVG,cg-recognizer-v1.0.0,5m,2026-07-07,6,long,FVG_FAILURE,FVG-5m-bear-20260707T0535,29655.25,FVG-5m-bull-20260707T0600,36241,36243,2026-07-07 05:50:00-04:00,2026-07-07 06:05:00-04:00,29661.25,29658.5,29665.25,level,2.75,0.128,1.455,20,120,FVG_FAILURE(20260707T0535)|long|5m->DISP->FVG_bull->FILL,ORIGIN_FVG_FAILURE|long|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|long,64.791,1.0,0.6194,0.6983,1.0,0.4842,0.4848,0.8143,ORIGIN:FVG-5m-bear-20260707T0535 ; TRIGGER_FVG:FVG-5m-bull-20260707T0600,LOSS,2026-07-07 06:09:00-04:00,2026-07-07 06:09:00-04:00,-1.0,False,0.545,4.0,,0.0,True,long,2026-07-07,FVG_FAILURE,off_anchor,1.463,0.421,5m,0.128,below,-2.0,1.362,,1.455,0.186,normal,0.128,0.7872,0.3073,0,0,0,,,183,0.7432,0.3417,244,0.7664,0.3355,719,0.0,0.901,0.859,0.7457,0.3407,0.0,183.0,0.0631,FAVORABLE
origin=FVG_FAILURE | anchor=off_anchor | vwap_below,3,OC-5m-20260707T0600-L-FVG,cg-recognizer-v1.0.0,5m,2026-07-07,6,long,FVG_FAILURE,FVG-5m-bear-20260707T0530,29665.0,FVG-5m-bull-20260707T0620,36243,36247,2026-07-07 06:00:00-04:00,2026-07-07 06:25:00-04:00,29665.75,29664.75,29673.0,level,1.0,0.042,7.25,20,120,FVG_FAILURE(20260707T0530)|long|5m->DISP->FVG_bull->FILL,ORIGIN_FVG_FAILURE|long|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|long,58.461,1.0,0.2496,0.4819,1.0,0.1144,1.0,0.6947,ORIGIN:FVG-5m-bear-20260707T0530 ; TRIGGER_FVG:FVG-5m-bull-20260707T0620,AMBIGUOUS,2026-07-07 06:30:00-04:00,2026-07-07 06:30:00-04:00,,False,7.75,1.75,,,True,long,2026-07-07,FVG_FAILURE,off_anchor,1.032,0.276,5m,0.042,below,-2.0,0.756,,7.25,0.305,normal,0.042,0.7872,0.3073,0,0,0,,,183,0.7432,0.3417,244,0.7664,0.3355,719,0.0,0.901,0.859,0.7457,0.3407,0.0,183.0,0.0631,FAVORABLE
origin=FVG_FAILURE | anchor=off_anchor | vwap_below,3,OC-5m-20260707T0615-L-FVG,cg-recognizer-v1.0.0,5m,2026-07-07,6,long,FVG_FAILURE,FVG-5m-bear-20260707T0525,29678.25,FVG-5m-bull-20260707T0620,36246,36247,2026-07-07 06:15:00-04:00,2026-07-07 06:25:00-04:00,29665.75,29664.75,29673.0,level,1.0,0.042,7.25,20,120,FVG_FAILURE(20260707T0525)|long|5m->DISP->FVG_bull->FILL,ORIGIN_FVG_FAILURE|long|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|long,58.461,1.0,0.2496,0.4819,1.0,0.1144,1.0,0.6947,ORIGIN:FVG-5m-bear-20260707T0525 ; TRIGGER_FVG:FVG-5m-bull-20260707T0620,AMBIGUOUS,2026-07-07 06:30:00-04:00,2026-07-07 06:30:00-04:00,,False,7.75,1.75,,,True,long,2026-07-07,FVG_FAILURE,off_anchor,1.032,0.276,5m,0.042,below,-2.0,0.756,,7.25,0.305,normal,0.042,0.7872,0.3073,0,0,0,,,183,0.7432,0.3417,244,0.7664,0.3355,719,0.0,0.901,0.859,0.7457,0.3407,0.0,183.0,0.0631,FAVORABLE
origin=FVG_FAILURE | anchor=off_anchor | vwap_below,3,OC-5m-20260707T0630-S-FVG,cg-recognizer-v1.0.0,5m,2026-07-07,6,short,FVG_FAILURE,FVG-5m-bull-20260707T0620,29665.75,FVG-5m-bear-20260707T0635,36249,36250,2026-07-07 06:30:00-04:00,2026-07-07 06:40:00-04:00,29657.5,29670.75,29638.75,level,13.25,0.548,1.415,20,120,FVG_FAILURE(20260707T0620)|short|5m->DISP->FVG_bear->FILL,ORIGIN_FVG_FAILURE|short|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|short,72.99,1.0,0.8948,0.5565,1.0,0.97,0.4717,0.2239,ORIGIN:FVG-5m-bull-20260707T0620 ; TRIGGER_FVG:FVG-5m-bear-20260707T0635,WIN,2026-07-07 06:40:00-04:00,2026-07-07 06:49:00-04:00,1.4150943396226414,True,1.887,0.453,9.0,,True,short,2026-07-07,FVG_FAILURE,off_anchor,0.993,0.451,5m,0.548,below,-2.0,0.989,,1.415,0.776,normal,0.548,0.7872,0.3073,0,0,0,,,182,0.7363,0.2233,235,0.7447,0.2459,719,0.0,0.901,0.855,0.7377,0.2264,0.0,182.0,0.0639,FAVORABLE
origin=FVG_FAILURE | anchor=off_anchor | vwap_below,3,OC-5m-20260707T0700-S-FVG,cg-recognizer-v1.0.0,5m,2026-07-07,6,short,FVG_FAILURE,FVG-5m-bull-20260707T0140,29649.0,FVG-5m-bear-20260707T0705,36255,36256,2026-07-07 07:00:00-04:00,2026-07-07 07:10:00-04:00,29629.25,29640.75,29626.25,level,11.5,0.458,0.261,20,120,FVG_FAILURE(20260707T0140)|short|5m->DISP->FVG_bear->FILL,ORIGIN_FVG_FAILURE|short|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|short,64.431,1.0,0.9548,0.5643,1.0,0.91,0.087,0.8805,ORIGIN:FVG-5m-bull-20260707T0140 ; TRIGGER_FVG:FVG-5m-bear-20260707T0705,WIN,2026-07-07 07:16:00-04:00,2026-07-07 07:16:00-04:00,0.2608695652173913,True,0.565,0.348,0.0,,True,short,2026-07-07,FVG_FAILURE,off_anchor,1.235,0.305,5m,0.458,below,-2.618,1.278,,0.261,0.119,normal,0.458,0.7872,0.3073,0,0,0,,,182,0.7363,0.2233,235,0.7447,0.2459,719,0.0,0.901,0.855,0.7377,0.2264,0.0,182.0,0.0639,FAVORABLE
origin=FVG_FAILURE | anchor=off_anchor | vwap_below,3,OC-5m-20260707T0720-L-FVG,cg-recognizer-v1.0.0,5m,2026-07-07,6,long,FVG_FAILURE,FVG-5m-bear-20260707T0705,29640.75,FVG-5m-bull-20260707T0745,36259,36264,2026-07-07 07:20:00-04:00,2026-07-07 07:50:00-04:00,29616.0,29613.0,29619.5,level,3.0,0.12,1.167,20,120,FVG_FAILURE(20260707T0705)|long|5m->DISP->FVG_bull->FILL,ORIGIN_FVG_FAILURE|long|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|long,61.613,1.0,0.5996,0.6575,1.0,0.4645,0.3889,0.8596,ORIGIN:FVG-5m-bear-20260707T0705 ; TRIGGER_FVG:FVG-5m-bull-20260707T0745,WIN,2026-07-07 07:52:00-04:00,2026-07-07 07:52:00-04:00,1.1666666666666667,True,3.417,0.75,0.0,,True,long,2026-07-07,FVG_FAILURE,off_anchor,1.294,0.453,5m,0.12,below,-2.618,1.151,,1.167,0.14,normal,0.12,0.7872,0.3073,0,0,0,,,183,0.7432,0.3417,244,0.7664,0.3355,719,0.0,0.901,0.859,0.7457,0.3407,0.0,183.0,0.0631,FAVORABLE
origin=FVG_FAILURE | anchor=off_anchor | vwap_below,3,OC-5m-20260707T0730-S-FVG,cg-recognizer-v1.0.0,5m,2026-07-07,6,short,FVG_FAILURE,FVG-5m-bull-20260707T0720,29625.25,FVG-5m-bear-20260707T0735,36261,36262,2026-07-07 07:30:00-04:00,2026-07-07 07:40:00-04:00,29613.0,29632.0,29590.384351241693,vwap_band,19.0,0.788,1.19,20,120,FVG_FAILURE(20260707T0720)|short|5m->DISP->FVG_bear->FILL,ORIGIN_FVG_FAILURE|short|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|short,75.715,1.0,0.7739,0.7749,1.0,0.9091,0.3968,0.0619,ORIGIN:FVG-5m-bull-20260707T0720 ; TRIGGER_FVG:FVG-5m-bear-20260707T0735,LOSS,2026-07-07 07:44:00-04:00,2026-07-07 07:48:00-04:00,-1.0,False,0.487,1.013,,4.0,True,short,2026-07-07,FVG_FAILURE,off_anchor,1.659,0.55,5m,0.788,below,-2.618,0.938,,1.19,0.938,normal,0.788,0.7872,0.3073,0,0,0,,,182,0.7363,0.2233,235,0.7447,0.2459,719,0.0,0.901,0.855,0.7377,0.2264,0.0,182.0,0.0639,FAVORABLE
origin=FVG_FAILURE | anchor=off_anchor | vwap_below,3,OC-5m-20260707T0745-L-FVG,cg-recognizer-v1.0.0,5m,2026-07-07,6,long,FVG_FAILURE,FVG-5m-bear-20260707T0735,29632.0,FVG-5m-bull-20260707T0800,36264,36267,2026-07-07 07:45:00-04:00,2026-07-07 08:05:00-04:00,29639.25,29638.0,29642.0,level,1.25,0.046,2.2,20,120,FVG_FAILURE(20260707T0735)|long|5m->DISP->FVG_bull->FILL,ORIGIN_FVG_FAILURE|long|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|long,49.656,1.0,0.2784,0.3018,1.0,0.1432,0.7333,0.899,ORIGIN:FVG-5m-bear-20260707T0735 ; TRIGGER_FVG:FVG-5m-bull-20260707T0800,AMBIGUOUS,2026-07-07 08:48:00-04:00,2026-07-07 08:48:00-04:00,,False,27.0,3.6,,,True,long,2026-07-07,FVG_FAILURE,off_anchor,0.624,0.187,5m,0.046,below,-2.0,0.851,,2.2,0.101,normal,0.046,0.7872,0.3073,0,0,0,,,183,0.7432,0.3417,244,0.7664,0.3355,719,0.0,0.901,0.859,0.7457,0.3407,0.0,183.0,0.0631,FAVORABLE
origin=VWAP_BAND | anchor=off_anchor | vwap_below,3,OC-15m-20260707T0800-L-VWA,cg-recognizer-v1.0.0,15m,2026-07-07,6,long,VWAP_BAND,VWAP-2.0-2026-07-07,29658.349928719505,FVG-15m-bull-20260707T0815,12089,12090,2026-07-07 08:00:00-04:00,2026-07-07 08:30:00-04:00,29658.5,29645.75,29665.25,level,12.75,0.289,0.529,20,120,VWAP_BAND(07)|long|15m->DISP->FVG_bull->FILL,ORIGIN_VWAP_BAND|long|15m->DISPLACEMENT->FVG_RETEST,VWAP_BAND|long,66.802,1.0,0.8919,0.6978,1.0,0.7567,0.1765,0.8469,ORIGIN:VWAP-2.0-2026-07-07 ; TRIGGER_FVG:FVG-15m-bull-20260707T0815,AMBIGUOUS,2026-07-07 08:48:00-04:00,2026-07-07 08:48:00-04:00,,False,1.137,1.863,,,True,long,2026-07-07,VWAP_BAND,off_anchor,1.514,0.396,15m,0.289,below,-2.0,0.064,,0.529,0.153,normal,0.289,0.7872,0.3073,0,0,0,,,53,0.8491,0.0403,125,0.888,0.2242,719,0.0,0.726,0.758,0.853,0.0962,0.0,53.0,0.0953,NEUTRAL
origin=FVG_FAILURE | anchor=off_anchor | vwap_below,3,OC-5m-20260707T0805-L-FVG,cg-recognizer-v1.0.0,5m,2026-07-07,6,long,FVG_FAILURE,FVG-5m-bear-20260707T0635,29670.75,FVG-5m-bull-20260707T0810,36268,36269,2026-07-07 08:05:00-04:00,2026-07-07 08:15:00-04:00,29691.75,29663.75,29693.0,level,28.0,0.931,0.045,20,120,FVG_FAILURE(20260707T0635)|long|5m->DISP->FVG_bull->FILL,ORIGIN_FVG_FAILURE|long|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|long,64.96,1.0,0.7186,0.8085,1.0,0.8537,0.0149,0.9585,ORIGIN:FVG-5m-bear-20260707T0635 ; TRIGGER_FVG:FVG-5m-bull-20260707T0810,WIN,2026-07-07 08:15:00-04:00,2026-07-07 08:15:00-04:00,0.044642857142857144,True,0.5,0.045,0.0,,True,long,2026-07-07,FVG_FAILURE,off_anchor,2.102,0.617,5m,0.931,below,-1.618,0.534,,0.045,0.042,normal,0.931,0.7872,0.3073,0,0,0,,,183,0.7432,0.3417,244,0.7664,0.3355,719,0.0,0.901,0.859,0.7457,0.3407,0.0,183.0,0.0631,FAVORABLE
origin=VWAP_BAND | anchor=off_anchor | vwap_below,3,OC-5m-20260707T0805-L-VWA,cg-recognizer-v1.0.0,5m,2026-07-07,6,long,VWAP_BAND,VWAP-2.0-2026-07-07,29659.969759175132,FVG-5m-bull-20260707T0810,36268,36269,2026-07-07 08:05:00-04:00,2026-07-07 08:15:00-04:00,29691.75,29663.75,29693.0,level,28.0,0.931,0.045,20,120,VWAP_BAND(07)|long|5m->DISP->FVG_bull->FILL,ORIGIN_VWAP_BAND|long|5m->DISPLACEMENT->FVG_RETEST,VWAP_BAND|long,64.96,1.0,0.7186,0.8085,1.0,0.8537,0.0149,0.9585,ORIGIN:VWAP-2.0-2026-07-07 ; TRIGGER_FVG:FVG-5m-bull-20260707T0810,WIN,2026-07-07 08:15:00-04:00,2026-07-07 08:15:00-04:00,0.044642857142857144,True,0.5,0.045,0.0,,True,long,2026-07-07,VWAP_BAND,off_anchor,2.102,0.617,5m,0.931,below,-1.618,0.534,,0.045,0.042,normal,0.931,0.7872,0.3073,0,0,0,,,72,0.9167,0.3596,125,0.888,0.2242,719,0.0,0.783,0.758,0.9051,0.3346,0.0,72.0,0.0677,FAVORABLE
origin=FVG_FAILURE | anchor=off_anchor | vwap_below,3,OC-15m-20260707T0845-S-FVG,cg-recognizer-v1.0.0,15m,2026-07-07,6,short,FVG_FAILURE,FVG-15m-bull-20260707T0815,29658.5,FVG-15m-bear-20260707T0900,12092,12093,2026-07-07 08:45:00-04:00,2026-07-07 09:15:00-04:00,29655.75,29664.0,29640.842791878247,vwap_band,8.25,0.178,1.807,20,120,FVG_FAILURE(20260707T0815)|short|15m->DISP->FVG_bear->FILL,ORIGIN_FVG_FAILURE|short|15m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|short,64.239,1.0,0.7295,0.4685,1.0,0.5944,0.6023,0.6789,ORIGIN:FVG-15m-bull-20260707T0815 ; TRIGGER_FVG:FVG-15m-bear-20260707T0900,AMBIGUOUS,2026-07-07 09:30:00-04:00,2026-07-07 09:30:00-04:00,,False,10.485,3.636,,,True,short,2026-07-07,FVG_FAILURE,off_anchor,0.969,0.291,15m,0.178,below,-2.0,0.321,,1.807,0.321,normal,0.178,0.7872,0.3073,0,0,0,,,53,0.7736,0.3238,235,0.7447,0.2459,719,0.0,0.726,0.855,0.7674,0.3049,0.0,53.0,0.1138,FAVORABLE
origin=FVG_FAILURE | anchor=off_anchor | vwap_below,3,OC-5m-20260707T0845-S-FVG,cg-recognizer-v1.0.0,5m,2026-07-07,6,short,FVG_FAILURE,FVG-5m-bull-20260707T0810,29691.75,FVG-5m-bear-20260707T0850,36276,36277,2026-07-07 08:45:00-04:00,2026-07-07 08:55:00-04:00,29651.0,29683.0,29649.55411645697,vwap_band,32.0,1.025,0.045,20,120,FVG_FAILURE(20260707T0810)|short|5m->DISP->FVG_bear->FILL,ORIGIN_FVG_FAILURE|short|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|short,64.546,1.0,0.6863,0.8232,1.0,0.8214,0.0151,0.9537,ORIGIN:FVG-5m-bull-20260707T0810 ; TRIGGER_FVG:FVG-5m-bear-20260707T0850,WIN,2026-07-07 09:08:00-04:00,2026-07-07 09:08:00-04:00,0.04518386071970326,True,0.344,0.148,0.0,,True,short,2026-07-07,FVG_FAILURE,off_anchor,2.211,0.646,5m,1.025,below,-2.0,0.046,,0.045,0.046,normal,1.025,0.7872,0.3073,0,0,0,,,182,0.7363,0.2233,235,0.7447,0.2459,719,0.0,0.901,0.855,0.7377,0.2264,0.0,182.0,0.0639,FAVORABLE
origin=FVG_FAILURE | anchor=off_anchor | vwap_below,3,OC-15m-20260707T0915-S-FVG,cg-recognizer-v1.0.0,15m,2026-07-07,6,short,FVG_FAILURE,FVG-15m-bull-20260707T0145,29646.0,FVG-15m-bear-20260707T1015,12094,12098,2026-07-07 09:15:00-04:00,2026-07-07 10:30:00-04:00,29378.25,29420.25,29375.0,level,42.0,0.527,0.077,20,120,FVG_FAILURE(20260707T0145)|short|15m->DISP->FVG_bear->FILL,ORIGIN_FVG_FAILURE|short|15m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|short,69.032,1.0,0.9078,0.8101,1.0,0.9571,0.0258,0.9592,ORIGIN:FVG-15m-bull-20260707T0145 ; TRIGGER_FVG:FVG-15m-bear-20260707T1015,WIN,2026-07-07 11:52:00-04:00,2026-07-07 11:52:00-04:00,0.07738095238095238,True,0.685,0.042,0.0,,True,short,2026-07-07,FVG_FAILURE,off_anchor,3.651,0.62,15m,0.527,below,-1.0,0.156,,0.077,0.041,high,0.527,0.7872,0.3073,0,0,0,,,53,0.7736,0.3238,235,0.7447,0.2459,719,0.0,0.726,0.855,0.7674,0.3049,0.0,53.0,0.1138,FAVORABLE
origin=FVG_FAILURE | anchor=off_anchor | vwap_below,3,OC-15m-20260707T0915-S-FVG,cg-recognizer-v1.0.0,15m,2026-07-07,6,short,FVG_FAILURE,FVG-15m-bull-20260707T0800,29639.25,FVG-15m-bear-20260707T1015,12094,12098,2026-07-07 09:15:00-04:00,2026-07-07 10:30:00-04:00,29378.25,29420.25,29375.0,level,42.0,0.527,0.077,20,120,FVG_FAILURE(20260707T0800)|short|15m->DISP->FVG_bear->FILL,ORIGIN_FVG_FAILURE|short|15m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|short,69.032,1.0,0.9078,0.8101,1.0,0.9571,0.0258,0.9592,ORIGIN:FVG-15m-bull-20260707T0800 ; TRIGGER_FVG:FVG-15m-bear-20260707T1015,WIN,2026-07-07 11:52:00-04:00,2026-07-07 11:52:00-04:00,0.07738095238095238,True,0.685,0.042,0.0,,True,short,2026-07-07,FVG_FAILURE,off_anchor,3.651,0.62,15m,0.527,below,-1.0,0.156,,0.077,0.041,high,0.527,0.7872,0.3073,0,0,0,,,53,0.7736,0.3238,235,0.7447,0.2459,719,0.0,0.726,0.855,0.7674,0.3049,0.0,53.0,0.1138,FAVORABLE
origin=FVG_FAILURE | anchor=off_anchor | vwap_above,3,OC-5m-20260707T0920-S-FVG,cg-recognizer-v1.0.0,5m,2026-07-07,6,short,FVG_FAILURE,FVG-5m-bull-20260707T0745,29616.0,FVG-5m-bear-20260707T0935,36283,36286,2026-07-07 09:20:00-04:00,2026-07-07 09:40:00-04:00,29577.5,29580.0,29577.25,level,2.5,0.061,0.1,20,120,FVG_FAILURE(20260707T0745)|short|5m->DISP->FVG_bear->FILL,ORIGIN_FVG_FAILURE|short|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|short,48.767,1.0,0.3717,0.6118,1.0,0.2365,0.0333,0.9939,ORIGIN:FVG-5m-bull-20260707T0745 ; TRIGGER_FVG:FVG-5m-bear-20260707T0935,AMBIGUOUS,2026-07-07 09:40:00-04:00,2026-07-07 09:40:00-04:00,,False,21.1,3.9,,,True,short,2026-07-07,FVG_FAILURE,off_anchor,1.549,0.224,5m,0.061,above,+1.0,1.039,,0.1,0.006,high,0.061,0.7872,0.3073,0,0,0,,,182,0.7363,0.2233,235,0.7447,0.2459,719,0.0,0.901,0.855,0.7377,0.2264,0.0,182.0,0.0639,FAVORABLE
origin=FVG_FAILURE | anchor=off_anchor | vwap_above,3,OC-5m-20260707T0925-S-FVG,cg-recognizer-v1.0.0,5m,2026-07-07,6,short,FVG_FAILURE,FVG-5m-bull-20260707T0135,29626.25,FVG-5m-bear-20260707T0935,36284,36286,2026-07-07 09:25:00-04:00,2026-07-07 09:40:00-04:00,29577.5,29580.0,29577.25,level,2.5,0.061,0.1,20,120,FVG_FAILURE(20260707T0135)|short|5m->DISP->FVG_bear->FILL,ORIGIN_FVG_FAILURE|short|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|short,48.767,1.0,0.3717,0.6118,1.0,0.2365,0.0333,0.9939,ORIGIN:FVG-5m-bull-20260707T0135 ; TRIGGER_FVG:FVG-5m-bear-20260707T0935,AMBIGUOUS,2026-07-07 09:40:00-04:00,2026-07-07 09:40:00-04:00,,False,21.1,3.9,,,True,short,2026-07-07,FVG_FAILURE,off_anchor,1.549,0.224,5m,0.061,above,+1.0,1.039,,0.1,0.006,high,0.061,0.7872,0.3073,0,0,0,,,182,0.7363,0.2233,235,0.7447,0.2459,719,0.0,0.901,0.855,0.7377,0.2264,0.0,182.0,0.0639,FAVORABLE
