branch_id,episode_id,parent_branch_id,hypothesis_id,continuation_or_fade,terminal_status,terminal_reason,n_events
GBR-011940,GEP-002666,GBR-011936,H_fvg_full_fill,continuation,EMITTED,fvg_fill,2
GBR-011941,GEP-002667,,H_rb_reaction_continuation,continuation,INVALIDATED,opposing_move,2
GBR-011942,GEP-002667,GBR-011941,H_rb_fvg_fill_continuation,continuation,INVALIDATED,opposing_move,2
GBR-011943,GEP-002667,GBR-011941,H_rb_unresolved_fade,fade,UNRESOLVED,inactive,2
GBR-011944,GEP-002668,,H_liquidity_break_accept_continuation,continuation,EMITTED,break_accept_cont,2
GBR-011945,GEP-002668,GBR-011944,H_liquidity_break_failed_fade,fade,EXPIRED,inactive,1
GBR-011946,GEP-002669,,H_liquidity_break_accept_continuation,continuation,EMITTED,break_accept_cont,2
GBR-011947,GEP-002669,GBR-011946,H_liquidity_break_failed_fade,fade,EXPIRED,inactive,1
GBR-011948,GEP-002670,,H_fvg_no_fill_continuation,continuation,INVALIDATED,opposing_move,1
GBR-011949,GEP-002670,GBR-011948,H_fvg_first_touch,continuation,EMITTED,fvg_fill,2
GBR-011950,GEP-002670,GBR-011948,H_fvg_first_fill,continuation,EMITTED,fvg_fill,2
GBR-011951,GEP-002670,GBR-011948,H_fvg_midpoint,continuation,EMITTED,fvg_fill,2
GBR-011952,GEP-002670,GBR-011948,H_fvg_full_fill,continuation,EMITTED,fvg_fill,2
GBR-011953,GEP-002671,,H_liquidity_break_accept_continuation,continuation,EMITTED,break_accept_cont,2
GBR-011954,GEP-002671,GBR-011953,H_liquidity_break_failed_fade,fade,EMITTED,break_failed_fade,2
GBR-011955,GEP-002672,,H_liquidity_break_accept_continuation,continuation,EMITTED,break_accept_cont,2
GBR-011956,GEP-002672,GBR-011955,H_liquidity_break_failed_fade,fade,EMITTED,break_failed_fade,2
GBR-011957,GEP-002673,GBR-011936,H_ifvg_immediate,fade,EMITTED,ifvg_activation,3
GBR-011958,GEP-002673,GBR-011936,H_ifvg_next_bar,fade,EMITTED,ifvg_activation,3
GBR-011959,GEP-002673,GBR-011936,H_ifvg_retest,fade,EMITTED,ifvg_retest,4
GBR-011960,GEP-002665,GBR-011928,H_liquidity_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-011961,GEP-002665,GBR-011928,H_liquidity_sweep_reclaim_fade,fade,EXPIRED,inactive,1
GBR-011962,GEP-002665,GBR-011928,H_liquidity_sweep_accept_continuation,continuation,EXPIRED,inactive,1
GBR-011963,GEP-002668,GBR-011944,H_liquidity_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-011964,GEP-002668,GBR-011944,H_liquidity_sweep_reclaim_fade,fade,EXPIRED,inactive,1
GBR-011965,GEP-002668,GBR-011944,H_liquidity_sweep_accept_continuation,continuation,EXPIRED,inactive,1
GBR-011966,GEP-002669,GBR-011946,H_liquidity_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-011967,GEP-002669,GBR-011946,H_liquidity_sweep_reclaim_fade,fade,EXPIRED,inactive,1
GBR-011968,GEP-002669,GBR-011946,H_liquidity_sweep_accept_continuation,continuation,EXPIRED,inactive,1
GBR-011969,GEP-002674,GBR-011948,H_ifvg_immediate,fade,EMITTED,ifvg_activation,3
GBR-011970,GEP-002674,GBR-011948,H_ifvg_next_bar,fade,EMITTED,ifvg_activation,3
GBR-011971,GEP-002674,GBR-011948,H_ifvg_retest,fade,EMITTED,ifvg_retest,4
GBR-011972,GEP-002609,GBR-011687,H_liquidity_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-011973,GEP-002609,GBR-011687,H_liquidity_sweep_reclaim_fade,fade,EMITTED,sweep_reclaim_fade,2
GBR-011974,GEP-002609,GBR-011687,H_liquidity_sweep_accept_continuation,continuation,EMITTED,sweep_accept_cont,2
GBR-011975,GEP-002614,GBR-011707,H_liquidity_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-011976,GEP-002614,GBR-011707,H_liquidity_sweep_reclaim_fade,fade,EMITTED,sweep_reclaim_fade,2
GBR-011977,GEP-002614,GBR-011707,H_liquidity_sweep_accept_continuation,continuation,EMITTED,sweep_accept_cont,2
GBR-011978,GEP-002619,GBR-011734,H_liquidity_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-011979,GEP-002619,GBR-011734,H_liquidity_sweep_reclaim_fade,fade,EMITTED,sweep_reclaim_fade,2
GBR-011980,GEP-002619,GBR-011734,H_liquidity_sweep_accept_continuation,continuation,EMITTED,sweep_accept_cont,2
GBR-011981,GEP-002675,GBR-011761,H_ifvg_immediate,fade,EMITTED,ifvg_activation,3
GBR-011982,GEP-002675,GBR-011761,H_ifvg_next_bar,fade,EMITTED,ifvg_activation,3
GBR-011983,GEP-002675,GBR-011761,H_ifvg_retest,fade,EXPIRED,inactive,3
GBR-011984,GEP-002676,,H_fvg_no_fill_continuation,continuation,EMITTED,fvg_no_fill,2
GBR-011985,GEP-002676,GBR-011984,H_fvg_first_touch,continuation,EXPIRED,inactive,1
GBR-011986,GEP-002676,GBR-011984,H_fvg_first_fill,continuation,EXPIRED,inactive,1
GBR-011987,GEP-002676,GBR-011984,H_fvg_midpoint,continuation,EXPIRED,inactive,1
GBR-011988,GEP-002676,GBR-011984,H_fvg_full_fill,continuation,EXPIRED,inactive,1
GBR-011989,GEP-002677,,H_liquidity_break_accept_continuation,continuation,EMITTED,break_accept_cont,2
GBR-011990,GEP-002677,GBR-011989,H_liquidity_break_failed_fade,fade,EXPIRED,inactive,1
GBR-011991,GEP-002678,,H_liquidity_break_accept_continuation,continuation,EMITTED,break_accept_cont,2
GBR-011992,GEP-002678,GBR-011991,H_liquidity_break_failed_fade,fade,EXPIRED,inactive,1
GBR-011993,GEP-002679,GBR-011694,H_ifvg_immediate,fade,EMITTED,ifvg_activation,3
GBR-011994,GEP-002679,GBR-011694,H_ifvg_next_bar,fade,EMITTED,ifvg_activation,3
GBR-011995,GEP-002679,GBR-011694,H_ifvg_retest,fade,EXPIRED,inactive,3
GBR-011996,GEP-002495,GBR-011178,H_liquidity_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-011997,GEP-002495,GBR-011178,H_liquidity_sweep_reclaim_fade,fade,EMITTED,sweep_reclaim_fade,2
GBR-011998,GEP-002495,GBR-011178,H_liquidity_sweep_accept_continuation,continuation,EMITTED,sweep_accept_cont,2
GBR-011999,GEP-002598,GBR-011643,H_liquidity_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-012000,GEP-002598,GBR-011643,H_liquidity_sweep_reclaim_fade,fade,EXPIRED,inactive,1
GBR-012001,GEP-002598,GBR-011643,H_liquidity_sweep_accept_continuation,continuation,EMITTED,sweep_accept_cont,2
GBR-012002,GEP-002605,GBR-011663,H_liquidity_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-012003,GEP-002605,GBR-011663,H_liquidity_sweep_reclaim_fade,fade,EXPIRED,inactive,1
GBR-012004,GEP-002605,GBR-011663,H_liquidity_sweep_accept_continuation,continuation,EMITTED,sweep_accept_cont,2
GBR-012005,GEP-002488,GBR-011147,H_liquidity_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-012006,GEP-002488,GBR-011147,H_liquidity_sweep_reclaim_fade,fade,EMITTED,sweep_reclaim_fade,2
GBR-012007,GEP-002488,GBR-011147,H_liquidity_sweep_accept_continuation,continuation,EMITTED,sweep_accept_cont,2
GBR-012008,GEP-002606,GBR-011668,H_liquidity_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-012009,GEP-002606,GBR-011668,H_liquidity_sweep_reclaim_fade,fade,EXPIRED,inactive,1
GBR-012010,GEP-002606,GBR-011668,H_liquidity_sweep_accept_continuation,continuation,EMITTED,sweep_accept_cont,2
GBR-012011,GEP-002680,GBR-011161,H_ifvg_immediate,fade,EMITTED,ifvg_activation,3
GBR-012012,GEP-002680,GBR-011161,H_ifvg_next_bar,fade,EMITTED,ifvg_activation,3
GBR-012013,GEP-002680,GBR-011161,H_ifvg_retest,fade,EXPIRED,inactive,3
GBR-012014,GEP-002405,GBR-010796,H_hist_level_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-012015,GEP-002405,GBR-010796,H_hist_level_sweep_reclaim_fade,fade,EMITTED,sweep_reclaim_fade,2
GBR-012016,GEP-002405,GBR-010796,H_hist_level_sweep_accept_continuation,continuation,EMITTED,sweep_accept_cont,2
GBR-012017,GEP-002681,,H_fvg_formation_close,continuation,EMITTED,fvg_formation,1
GBR-012018,GEP-002681,GBR-012017,H_fvg_next_bar,continuation,EMITTED,fvg_formation,1
GBR-012019,GEP-002681,GBR-012017,H_fvg_no_fill_continuation,continuation,INVALIDATED,opposing_move,1
GBR-012020,GEP-002681,GBR-012017,H_fvg_first_touch,continuation,EXPIRED,inactive,1
GBR-012021,GEP-002681,GBR-012017,H_fvg_first_fill,continuation,EXPIRED,inactive,1
GBR-012022,GEP-002681,GBR-012017,H_fvg_midpoint,continuation,EXPIRED,inactive,1
GBR-012023,GEP-002681,GBR-012017,H_fvg_full_fill,continuation,EXPIRED,inactive,1
GBR-012024,GEP-002682,GBR-010712,H_ifvg_immediate,fade,EMITTED,ifvg_activation,3
GBR-012025,GEP-002682,GBR-010712,H_ifvg_next_bar,fade,EMITTED,ifvg_activation,3
GBR-012026,GEP-002682,GBR-010712,H_ifvg_retest,fade,EMITTED,ifvg_retest,4
GBR-012027,GEP-002683,GBR-011068,H_ifvg_immediate,fade,EMITTED,ifvg_activation,3
GBR-012028,GEP-002683,GBR-011068,H_ifvg_next_bar,fade,EMITTED,ifvg_activation,3
GBR-012029,GEP-002683,GBR-011068,H_ifvg_retest,fade,EXPIRED,inactive,3
GBR-012030,GEP-002684,GBR-011108,H_ifvg_immediate,fade,EMITTED,ifvg_activation,3
GBR-012031,GEP-002684,GBR-011108,H_ifvg_next_bar,fade,EMITTED,ifvg_activation,3
GBR-012032,GEP-002684,GBR-011108,H_ifvg_retest,fade,EXPIRED,inactive,3
GBR-012033,GEP-002685,,H_fvg_formation_close,continuation,EMITTED,fvg_formation,1
GBR-012034,GEP-002685,GBR-012033,H_fvg_next_bar,continuation,EMITTED,fvg_formation,1
GBR-012035,GEP-002685,GBR-012033,H_fvg_no_fill_continuation,continuation,INVALIDATED,opposing_move,1
GBR-012036,GEP-002685,GBR-012033,H_fvg_first_touch,continuation,EMITTED,fvg_fill,2
GBR-012037,GEP-002685,GBR-012033,H_fvg_first_fill,continuation,EMITTED,fvg_fill,2
GBR-012038,GEP-002685,GBR-012033,H_fvg_midpoint,continuation,EMITTED,fvg_fill,2
GBR-012039,GEP-002685,GBR-012033,H_fvg_full_fill,continuation,EXPIRED,inactive,1
GBR-012040,GEP-002686,GBR-010329,H_ifvg_immediate,fade,EMITTED,ifvg_activation,3
GBR-012041,GEP-002686,GBR-010329,H_ifvg_next_bar,fade,EMITTED,ifvg_activation,3
GBR-012042,GEP-002686,GBR-010329,H_ifvg_retest,fade,EMITTED,ifvg_retest,4
GBR-012043,GEP-002687,GBR-010614,H_ifvg_immediate,fade,EMITTED,ifvg_activation,3
GBR-012044,GEP-002687,GBR-010614,H_ifvg_next_bar,fade,EMITTED,ifvg_activation,3
GBR-012045,GEP-002687,GBR-010614,H_ifvg_retest,fade,EMITTED,ifvg_retest,4
GBR-012046,GEP-002688,GBR-010702,H_ifvg_immediate,fade,EMITTED,ifvg_activation,3
GBR-012047,GEP-002688,GBR-010702,H_ifvg_next_bar,fade,EMITTED,ifvg_activation,3
GBR-012048,GEP-002688,GBR-010702,H_ifvg_retest,fade,EMITTED,ifvg_retest,4
GBR-012049,GEP-002689,,H_fvg_formation_close,continuation,EMITTED,fvg_formation,1
GBR-012050,GEP-002689,GBR-012049,H_fvg_next_bar,continuation,EMITTED,fvg_formation,1
GBR-012051,GEP-002689,GBR-012049,H_fvg_no_fill_continuation,continuation,EMITTED,fvg_no_fill,2
GBR-012052,GEP-002689,GBR-012049,H_fvg_first_touch,continuation,EMITTED,fvg_fill,2
GBR-012053,GEP-002689,GBR-012049,H_fvg_first_fill,continuation,EMITTED,fvg_fill,2
GBR-012054,GEP-002689,GBR-012049,H_fvg_midpoint,continuation,EMITTED,fvg_fill,2
GBR-012055,GEP-002689,GBR-012049,H_fvg_full_fill,continuation,EMITTED,fvg_fill,2
GBR-012056,GEP-002690,,H_liquidity_break_accept_continuation,continuation,EMITTED,break_accept_cont,2
GBR-012057,GEP-002690,GBR-012056,H_liquidity_break_failed_fade,fade,EMITTED,break_failed_fade,2
GBR-012058,GEP-002691,,H_fvg_formation_close,continuation,EMITTED,fvg_formation,1
GBR-012059,GEP-002691,GBR-012058,H_fvg_next_bar,continuation,EMITTED,fvg_formation,1
GBR-012060,GEP-002691,GBR-012058,H_fvg_no_fill_continuation,continuation,EMITTED,fvg_no_fill,2
GBR-012061,GEP-002691,GBR-012058,H_fvg_first_touch,continuation,EMITTED,fvg_fill,2
GBR-012062,GEP-002691,GBR-012058,H_fvg_first_fill,continuation,EMITTED,fvg_fill,2
GBR-012063,GEP-002691,GBR-012058,H_fvg_midpoint,continuation,EMITTED,fvg_fill,2
GBR-012064,GEP-002691,GBR-012058,H_fvg_full_fill,continuation,EMITTED,fvg_fill,2
GBR-012065,GEP-002692,,H_fvg_formation_close,continuation,EMITTED,fvg_formation,1
GBR-012066,GEP-002692,GBR-012065,H_fvg_next_bar,continuation,EMITTED,fvg_formation,1
GBR-012067,GEP-002692,GBR-012065,H_fvg_no_fill_continuation,continuation,EMITTED,fvg_no_fill,2
GBR-012068,GEP-002692,GBR-012065,H_fvg_first_touch,continuation,EMITTED,fvg_fill,2
GBR-012069,GEP-002692,GBR-012065,H_fvg_first_fill,continuation,EMITTED,fvg_fill,2
GBR-012070,GEP-002692,GBR-012065,H_fvg_midpoint,continuation,EMITTED,fvg_fill,2
GBR-012071,GEP-002692,GBR-012065,H_fvg_full_fill,continuation,EMITTED,fvg_fill,2
GBR-012072,GEP-002693,,H_fvg_formation_close,continuation,EMITTED,fvg_formation,1
GBR-012073,GEP-002693,GBR-012072,H_fvg_next_bar,continuation,EMITTED,fvg_formation,1
GBR-012074,GEP-002693,GBR-012072,H_fvg_no_fill_continuation,continuation,INVALIDATED,context_invalidated,1
GBR-012075,GEP-002693,GBR-012072,H_fvg_first_touch,continuation,EMITTED,fvg_fill,2
GBR-012076,GEP-002693,GBR-012072,H_fvg_first_fill,continuation,EMITTED,fvg_fill,2
GBR-012077,GEP-002693,GBR-012072,H_fvg_midpoint,continuation,EMITTED,fvg_fill,2
GBR-012078,GEP-002693,GBR-012072,H_fvg_full_fill,continuation,EMITTED,fvg_fill,2
GBR-012079,GEP-002694,,H_fvg_formation_close,continuation,EMITTED,fvg_formation,1
GBR-012080,GEP-002694,GBR-012079,H_fvg_next_bar,continuation,EMITTED,fvg_formation,1
GBR-012081,GEP-002694,GBR-012079,H_fvg_no_fill_continuation,continuation,INVALIDATED,context_invalidated,1
GBR-012082,GEP-002694,GBR-012079,H_fvg_first_touch,continuation,EMITTED,fvg_fill,2
GBR-012083,GEP-002694,GBR-012079,H_fvg_first_fill,continuation,EMITTED,fvg_fill,2
GBR-012084,GEP-002694,GBR-012079,H_fvg_midpoint,continuation,EMITTED,fvg_fill,2
GBR-012085,GEP-002694,GBR-012079,H_fvg_full_fill,continuation,EMITTED,fvg_fill,2
GBR-012086,GEP-002695,,H_fvg_formation_close,continuation,EMITTED,fvg_formation,1
GBR-012087,GEP-002695,GBR-012086,H_fvg_next_bar,continuation,EMITTED,fvg_formation,1
GBR-012088,GEP-002695,GBR-012086,H_fvg_no_fill_continuation,continuation,INVALIDATED,opposing_move,1
GBR-012089,GEP-002695,GBR-012086,H_fvg_first_touch,continuation,EMITTED,fvg_fill,2
GBR-012090,GEP-002695,GBR-012086,H_fvg_first_fill,continuation,EMITTED,fvg_fill,2
GBR-012091,GEP-002695,GBR-012086,H_fvg_midpoint,continuation,EMITTED,fvg_fill,2
GBR-012092,GEP-002695,GBR-012086,H_fvg_full_fill,continuation,EMITTED,fvg_fill,2
GBR-012093,GEP-002696,,H_fvg_formation_close,continuation,EMITTED,fvg_formation,1
GBR-012094,GEP-002696,GBR-012093,H_fvg_next_bar,continuation,EMITTED,fvg_formation,1
GBR-012095,GEP-002696,GBR-012093,H_fvg_no_fill_continuation,continuation,INVALIDATED,context_invalidated,1
GBR-012096,GEP-002696,GBR-012093,H_fvg_first_touch,continuation,EMITTED,fvg_fill,2
GBR-012097,GEP-002696,GBR-012093,H_fvg_first_fill,continuation,EMITTED,fvg_fill,2
GBR-012098,GEP-002696,GBR-012093,H_fvg_midpoint,continuation,EMITTED,fvg_fill,2
GBR-012099,GEP-002696,GBR-012093,H_fvg_full_fill,continuation,EMITTED,fvg_fill,2
GBR-012100,GEP-002697,,H_liquidity_break_accept_continuation,continuation,EMITTED,break_accept_cont,2
GBR-012101,GEP-002697,GBR-012100,H_liquidity_break_failed_fade,fade,EXPIRED,inactive,1
GBR-012102,GEP-002698,GBR-012079,H_ifvg_immediate,fade,EMITTED,ifvg_activation,3
GBR-012103,GEP-002698,GBR-012079,H_ifvg_next_bar,fade,EMITTED,ifvg_activation,3
GBR-012104,GEP-002698,GBR-012079,H_ifvg_retest,fade,EMITTED,ifvg_retest,4
GBR-012105,GEP-002699,,H_rb_reaction_continuation,continuation,INVALIDATED,opposing_move,2
GBR-012106,GEP-002699,GBR-012105,H_rb_fvg_fill_continuation,continuation,INVALIDATED,opposing_move,2
GBR-012107,GEP-002699,GBR-012105,H_rb_unresolved_fade,fade,INVALIDATED,origin_invalidated,2
GBR-012108,GEP-002700,GBR-012093,H_ifvg_immediate,fade,EMITTED,ifvg_activation,3
GBR-012109,GEP-002700,GBR-012093,H_ifvg_next_bar,fade,EMITTED,ifvg_activation,3
GBR-012110,GEP-002700,GBR-012093,H_ifvg_retest,fade,EMITTED,ifvg_retest,4
GBR-012111,GEP-002701,,H_liquidity_break_accept_continuation,continuation,EMITTED,break_accept_cont,2
GBR-012112,GEP-002701,GBR-012111,H_liquidity_break_failed_fade,fade,EXPIRED,expiry,1
GBR-012113,GEP-002702,,H_fvg_formation_close,continuation,EMITTED,fvg_formation,1
GBR-012114,GEP-002702,GBR-012113,H_fvg_next_bar,continuation,EMITTED,fvg_formation,1
GBR-012115,GEP-002702,GBR-012113,H_fvg_no_fill_continuation,continuation,INVALIDATED,opposing_move,1
GBR-012116,GEP-002702,GBR-012113,H_fvg_first_touch,continuation,EXPIRED,expiry,1
GBR-012117,GEP-002702,GBR-012113,H_fvg_first_fill,continuation,EXPIRED,expiry,1
GBR-012118,GEP-002702,GBR-012113,H_fvg_midpoint,continuation,EXPIRED,expiry,1
GBR-012119,GEP-002702,GBR-012113,H_fvg_full_fill,continuation,EXPIRED,expiry,1
GBR-012120,GEP-002701,GBR-012111,H_liquidity_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-012121,GEP-002701,GBR-012111,H_liquidity_sweep_reclaim_fade,fade,EXPIRED,expiry,1
GBR-012122,GEP-002701,GBR-012111,H_liquidity_sweep_accept_continuation,continuation,EMITTED,sweep_accept_cont,2
GBR-012123,GEP-002703,,H_liquidity_break_accept_continuation,continuation,EMITTED,break_accept_cont,2
GBR-012124,GEP-002703,GBR-012123,H_liquidity_break_failed_fade,fade,EXPIRED,expiry,1
GBR-012125,GEP-002704,GBR-012072,H_ifvg_immediate,fade,EMITTED,ifvg_activation,3
GBR-012126,GEP-002704,GBR-012072,H_ifvg_next_bar,fade,EMITTED,ifvg_activation,3
GBR-012127,GEP-002704,GBR-012072,H_ifvg_retest,fade,EMITTED,ifvg_retest,4
GBR-012128,GEP-002705,,H_rb_reaction_continuation,continuation,INVALIDATED,origin_invalidated,2
GBR-012129,GEP-002705,GBR-012128,H_rb_fvg_fill_continuation,continuation,INVALIDATED,origin_invalidated,2
GBR-012130,GEP-002705,GBR-012128,H_rb_unresolved_fade,fade,INVALIDATED,origin_invalidated,2
GBR-012131,GEP-002706,,H_liquidity_break_accept_continuation,continuation,EMITTED,break_accept_cont,2
GBR-012132,GEP-002706,GBR-012131,H_liquidity_break_failed_fade,fade,EMITTED,break_failed_fade,2
GBR-012133,GEP-002707,,H_rb_reaction_continuation,continuation,INVALIDATED,opposing_move,2
GBR-012134,GEP-002707,GBR-012133,H_rb_fvg_fill_continuation,continuation,INVALIDATED,opposing_move,2
GBR-012135,GEP-002707,GBR-012133,H_rb_unresolved_fade,fade,UNRESOLVED,expiry,2
GBR-012136,GEP-002708,,H_fvg_no_fill_continuation,continuation,INVALIDATED,context_invalidated,1
GBR-012137,GEP-002708,GBR-012136,H_fvg_first_touch,continuation,EMITTED,fvg_fill,2
GBR-012138,GEP-002708,GBR-012136,H_fvg_first_fill,continuation,EMITTED,fvg_fill,2
GBR-012139,GEP-002708,GBR-012136,H_fvg_midpoint,continuation,EMITTED,fvg_fill,2
GBR-012140,GEP-002708,GBR-012136,H_fvg_full_fill,continuation,EMITTED,fvg_fill,2
GBR-012141,GEP-002709,,H_liquidity_break_accept_continuation,continuation,EMITTED,break_accept_cont,2
GBR-012142,GEP-002709,GBR-012141,H_liquidity_break_failed_fade,fade,EXPIRED,expiry,1
GBR-012143,GEP-002710,,H_rb_reaction_continuation,continuation,INVALIDATED,opposing_move,2
GBR-012144,GEP-002710,GBR-012143,H_rb_fvg_fill_continuation,continuation,INVALIDATED,opposing_move,2
GBR-012145,GEP-002710,GBR-012143,H_rb_unresolved_fade,fade,UNRESOLVED,expiry,2
GBR-012146,GEP-002711,,H_liquidity_break_accept_continuation,continuation,EMITTED,break_accept_cont,2
GBR-012147,GEP-002711,GBR-012146,H_liquidity_break_failed_fade,fade,EMITTED,break_failed_fade,2
GBR-012148,GEP-002712,,H_liquidity_break_accept_continuation,continuation,EMITTED,break_accept_cont,2
GBR-012149,GEP-002712,GBR-012148,H_liquidity_break_failed_fade,fade,EMITTED,break_failed_fade,2
GBR-012150,GEP-002713,,H_liquidity_break_accept_continuation,continuation,EMITTED,break_accept_cont,2
GBR-012151,GEP-002713,GBR-012150,H_liquidity_break_failed_fade,fade,EXPIRED,expiry,1
GBR-012152,GEP-002714,GBR-012065,H_ifvg_immediate,fade,EMITTED,ifvg_activation,3
GBR-012153,GEP-002714,GBR-012065,H_ifvg_next_bar,fade,EMITTED,ifvg_activation,3
GBR-012154,GEP-002714,GBR-012065,H_ifvg_retest,fade,EXPIRED,expiry,3
GBR-012155,GEP-002715,,H_fvg_formation_close,continuation,EMITTED,fvg_formation,1
GBR-012156,GEP-002715,GBR-012155,H_fvg_next_bar,continuation,EMITTED,fvg_formation,1
GBR-012157,GEP-002715,GBR-012155,H_fvg_no_fill_continuation,continuation,EMITTED,fvg_no_fill,2
GBR-012158,GEP-002715,GBR-012155,H_fvg_first_touch,continuation,EXPIRED,expiry,1
GBR-012159,GEP-002715,GBR-012155,H_fvg_first_fill,continuation,EXPIRED,expiry,1
GBR-012160,GEP-002715,GBR-012155,H_fvg_midpoint,continuation,EXPIRED,expiry,1
GBR-012161,GEP-002715,GBR-012155,H_fvg_full_fill,continuation,EXPIRED,expiry,1
GBR-012162,GEP-002716,GBR-012058,H_ifvg_immediate,fade,EMITTED,ifvg_activation,3
GBR-012163,GEP-002716,GBR-012058,H_ifvg_next_bar,fade,EMITTED,ifvg_activation,3
GBR-012164,GEP-002716,GBR-012058,H_ifvg_retest,fade,EXPIRED,expiry,3
GBR-012165,GEP-002717,,H_fvg_formation_close,continuation,EMITTED,fvg_formation,1
GBR-012166,GEP-002717,GBR-012165,H_fvg_next_bar,continuation,EMITTED,fvg_formation,1
GBR-012167,GEP-002717,GBR-012165,H_fvg_no_fill_continuation,continuation,EMITTED,fvg_no_fill,2
GBR-012168,GEP-002717,GBR-012165,H_fvg_first_touch,continuation,EMITTED,fvg_fill,2
GBR-012169,GEP-002717,GBR-012165,H_fvg_first_fill,continuation,EMITTED,fvg_fill,2
GBR-012170,GEP-002717,GBR-012165,H_fvg_midpoint,continuation,EMITTED,fvg_fill,2
GBR-012171,GEP-002717,GBR-012165,H_fvg_full_fill,continuation,EXPIRED,expiry,1
GBR-012172,GEP-002718,,H_liquidity_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-012173,GEP-002718,GBR-012172,H_liquidity_sweep_reclaim_fade,fade,EMITTED,sweep_reclaim_fade,2
GBR-012174,GEP-002718,GBR-012172,H_liquidity_sweep_accept_continuation,continuation,EMITTED,sweep_accept_cont,2
GBR-012175,GEP-002718,GBR-012172,H_liquidity_break_accept_continuation,continuation,EMITTED,break_accept_cont,2
GBR-012176,GEP-002718,GBR-012172,H_liquidity_break_failed_fade,fade,EMITTED,break_failed_fade,2
GBR-012177,GEP-002719,,H_rb_reaction_continuation,continuation,INVALIDATED,opposing_move,2
GBR-012178,GEP-002719,GBR-012177,H_rb_fvg_fill_continuation,continuation,INVALIDATED,opposing_move,2
GBR-012179,GEP-002719,GBR-012177,H_rb_unresolved_fade,fade,INVALIDATED,origin_invalidated,3
GBR-012180,GEP-002403,GBR-010792,H_hist_level_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-012181,GEP-002403,GBR-010792,H_hist_level_sweep_reclaim_fade,fade,EMITTED,sweep_reclaim_fade,2
GBR-012182,GEP-002403,GBR-010792,H_hist_level_sweep_accept_continuation,continuation,EMITTED,sweep_accept_cont,2
GBR-012183,GEP-002298,GBR-010334,H_liquidity_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-012184,GEP-002298,GBR-010334,H_liquidity_sweep_reclaim_fade,fade,EMITTED,sweep_reclaim_fade,2
GBR-012185,GEP-002298,GBR-010334,H_liquidity_sweep_accept_continuation,continuation,EMITTED,sweep_accept_cont,2
GBR-012186,GEP-002720,,H_liquidity_break_accept_continuation,continuation,EMITTED,break_accept_cont,2
GBR-012187,GEP-002720,GBR-012186,H_liquidity_break_failed_fade,fade,EMITTED,break_failed_fade,2
GBR-012188,GEP-002721,,H_liquidity_break_accept_continuation,continuation,EMITTED,break_accept_cont,2
GBR-012189,GEP-002721,GBR-012188,H_liquidity_break_failed_fade,fade,EMITTED,break_failed_fade,2
GBR-012190,GEP-002293,GBR-010318,H_liquidity_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-012191,GEP-002293,GBR-010318,H_liquidity_sweep_reclaim_fade,fade,EMITTED,sweep_reclaim_fade,2
GBR-012192,GEP-002293,GBR-010318,H_liquidity_sweep_accept_continuation,continuation,EMITTED,sweep_accept_cont,2
GBR-012193,GEP-002294,GBR-010320,H_liquidity_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-012194,GEP-002294,GBR-010320,H_liquidity_sweep_reclaim_fade,fade,EMITTED,sweep_reclaim_fade,2
GBR-012195,GEP-002294,GBR-010320,H_liquidity_sweep_accept_continuation,continuation,EMITTED,sweep_accept_cont,2
GBR-012196,GEP-002357,GBR-010580,H_liquidity_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-012197,GEP-002357,GBR-010580,H_liquidity_sweep_reclaim_fade,fade,EMITTED,sweep_reclaim_fade,2
GBR-012198,GEP-002357,GBR-010580,H_liquidity_sweep_accept_continuation,continuation,EMITTED,sweep_accept_cont,2
GBR-012199,GEP-002295,GBR-010322,H_liquidity_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-012200,GEP-002295,GBR-010322,H_liquidity_sweep_reclaim_fade,fade,EMITTED,sweep_reclaim_fade,2
GBR-012201,GEP-002295,GBR-010322,H_liquidity_sweep_accept_continuation,continuation,EMITTED,sweep_accept_cont,2
GBR-012202,GEP-002722,,H_fvg_no_fill_continuation,continuation,INVALIDATED,context_invalidated,1
