variant_id,episode_id,entry_variant,session_date,exit_type,exit_seq,points,r_multiple,success
EP-02306-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-02306,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-04,TARGET,2464,25.5,1.4366,True
EP-02306-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-02306,ENTRY_ON_IMMEDIATE_DISPLACEMENT,2026-06-04,TARGET,2464,25.5,1.4366,True
EP-02312-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-02312,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-04,TARGET,2464,25.5,1.4366,True
EP-02473-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-02473,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-04,TARGET,2600,24.0,0.5,True
EP-02473-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-02473,ENTRY_ON_IMMEDIATE_DISPLACEMENT,2026-06-04,TARGET,2600,24.0,0.5,True
EP-02503-ENTRY_ON_TAP,EP-02503,ENTRY_ON_TAP,2026-06-04,TARGET,2631,56.75,1.9237,True
EP-02509-ENTRY_ON_IFVG_RETEST,EP-02509,ENTRY_ON_IFVG_RETEST,2026-06-04,TARGET,2631,56.75,1.5874,True
EP-03019-ENTRY_ON_TAP,EP-03019,ENTRY_ON_TAP,2026-06-07,STOP,3141,-16.4148,-1.0,False
EP-03067-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-03067,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-07,TARGET,3173,57.5,1.4465,True
EP-03068-ENTRY_ON_DELAYED_DISPLACEMENT,EP-03068,ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-07,STOP,3221,-119.75,-1.0,False
EP-03072-ENTRY_ON_TAP,EP-03072,ENTRY_ON_TAP,2026-06-07,STOP,3173,-27.0,-1.0,False
EP-03076-ENTRY_ON_TAP,EP-03076,ENTRY_ON_TAP,2026-06-07,STOP,3199,-45.0,-1.0,False
EP-03076-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-03076,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-07,STOP,3199,-56.0,-1.0,False
EP-03076-ENTRY_ON_DELAYED_DISPLACEMENT,EP-03076,ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-07,STOP,3199,-106.0,-1.0,False
EP-03076-ENTRY_ON_NEW_FVG,EP-03076,ENTRY_ON_NEW_FVG,2026-06-07,STOP,3199,-56.0,-1.0,False
EP-03077-ENTRY_ON_TAP,EP-03077,ENTRY_ON_TAP,2026-06-07,STOP,3199,-44.0,-1.0,False
EP-03077-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-03077,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-07,STOP,3199,-50.75,-1.0,False
EP-03079-ENTRY_ON_TAP,EP-03079,ENTRY_ON_TAP,2026-06-07,STOP,3197,-16.0989,-1.0,False
EP-03079-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-03079,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-07,STOP,3196,-15.5115,-1.0,False
EP-03082-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-03082,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-07,STOP,3195,-60.0,-1.0,False
EP-03082-ENTRY_ON_STRONG_REJECTION,EP-03082,ENTRY_ON_STRONG_REJECTION,2026-06-07,STOP,3195,-60.0,-1.0,False
EP-03084-ENTRY_ON_TAP,EP-03084,ENTRY_ON_TAP,2026-06-07,STOP,3195,-19.25,-1.0,False
EP-03084-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-03084,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-07,STOP,3195,-62.0,-1.0,False
EP-03084-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-03084,ENTRY_ON_IMMEDIATE_DISPLACEMENT,2026-06-07,STOP,3195,-62.0,-1.0,False
EP-03084-ENTRY_ON_NEW_FVG,EP-03084,ENTRY_ON_NEW_FVG,2026-06-07,STOP,3195,-62.0,-1.0,False
EP-03100-ENTRY_ON_TAP,EP-03100,ENTRY_ON_TAP,2026-06-07,STOP,3216,-64.5,-1.0,False
EP-03259-ENTRY_ON_TAP,EP-03259,ENTRY_ON_TAP,2026-06-07,STOP,3360,-45.25,-1.0,False
EP-03263-ENTRY_ON_TAP,EP-03263,ENTRY_ON_TAP,2026-06-07,STOP,3360,-45.25,-1.0,False
EP-03264-ENTRY_ON_TAP,EP-03264,ENTRY_ON_TAP,2026-06-07,STOP,3360,-45.25,-1.0,False
EP-03319-ENTRY_ON_TAP,EP-03319,ENTRY_ON_TAP,2026-06-07,TARGET,3408,40.75,2.8382,True
EP-03324-ENTRY_ON_TAP,EP-03324,ENTRY_ON_TAP,2026-06-07,TARGET,3408,40.75,2.8382,True
EP-03353-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-03353,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-07,STOP,3456,-58.5,-1.0,False
EP-03353-ENTRY_ON_DELAYED_DISPLACEMENT,EP-03353,ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-07,STOP,3456,-58.5,-1.0,False
EP-03353-ENTRY_ON_NEW_FVG,EP-03353,ENTRY_ON_NEW_FVG,2026-06-07,STOP,3456,-58.5,-1.0,False
EP-03354-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-03354,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-07,TARGET,3529,43.0,0.5548,True
EP-03354-ENTRY_ON_MINIMAL_WICK_REJECTION,EP-03354,ENTRY_ON_MINIMAL_WICK_REJECTION,2026-06-07,TARGET,3529,43.0,0.5548,True
EP-03356-ENTRY_ON_DELAYED_DISPLACEMENT,EP-03356,ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-07,STOP,3481,-76.75,-1.0,False
EP-03358-ENTRY_ON_DELAYED_DISPLACEMENT,EP-03358,ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-07,STOP,3486,-105.0,-1.0,False
EP-03358-ENTRY_ON_NEW_FVG,EP-03358,ENTRY_ON_NEW_FVG,2026-06-07,STOP,3486,-105.0,-1.0,False
EP-03359-ENTRY_ON_DELAYED_DISPLACEMENT,EP-03359,ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-07,STOP,3485,-91.75,-1.0,False
EP-03363-ENTRY_ON_DELAYED_DISPLACEMENT,EP-03363,ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-07,STOP,3455,-55.0,-1.0,False
EP-03364-ENTRY_ON_DELAYED_DISPLACEMENT,EP-03364,ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-07,STOP,3482,-83.25,-1.0,False
EP-03424-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-03424,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-07,TARGET,3529,40.0,0.5634,True
EP-03424-ENTRY_ON_MINIMAL_WICK_REJECTION,EP-03424,ENTRY_ON_MINIMAL_WICK_REJECTION,2026-06-07,TARGET,3529,40.0,0.5634,True
EP-03435-ENTRY_ON_DELAYED_DISPLACEMENT,EP-03435,ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-07,STOP,3525,-49.0,-1.0,False
EP-03438-ENTRY_ON_IFVG_RETEST,EP-03438,ENTRY_ON_IFVG_RETEST,2026-06-07,STOP,3520,-41.5,-1.0,False
EP-03438-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-03438,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-07,STOP,3520,-38.5,-1.0,False
EP-03439-ENTRY_ON_TAP,EP-03439,ENTRY_ON_TAP,2026-06-07,TARGET,3529,43.0,0.5639,True
EP-03454-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-03454,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-07,STOP,3525,-50.0,-1.0,False
EP-03460-ENTRY_ON_TAP,EP-03460,ENTRY_ON_TAP,2026-06-07,TARGET,3529,42.0,0.5437,True
EP-03474-ENTRY_ON_DELAYED_DISPLACEMENT,EP-03474,ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-07,TARGET,3568,98.75,0.9925,True
EP-03477-ENTRY_ON_TAP,EP-03477,ENTRY_ON_TAP,2026-06-07,STOP,3551,-44.0,-1.0,False
EP-03480-ENTRY_ON_TAP,EP-03480,ENTRY_ON_TAP,2026-06-07,STOP,3552,-17.75,-1.0,False
EP-03482-ENTRY_ON_TAP,EP-03482,ENTRY_ON_TAP,2026-06-07,STOP,3552,-64.25,-1.0,False
EP-03488-ENTRY_ON_NEW_FVG,EP-03488,ENTRY_ON_NEW_FVG,2026-06-07,TARGET,3568,49.75,1.6723,True
EP-03489-ENTRY_ON_TAP,EP-03489,ENTRY_ON_TAP,2026-06-07,STOP,3558,-18.5,-1.0,False
EP-03546-ENTRY_ON_DELAYED_DISPLACEMENT,EP-03546,ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-07,TARGET,3632,37.75,0.5336,True
EP-03546-ENTRY_ON_NEW_FVG,EP-03546,ENTRY_ON_NEW_FVG,2026-06-07,TARGET,3632,37.75,0.5336,True
EP-03559-ENTRY_ON_DELAYED_DISPLACEMENT,EP-03559,ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-07,TARGET,3632,37.75,0.6959,True
EP-03561-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-03561,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-07,TARGET,3632,57.75,1.6861,True
EP-03561-ENTRY_ON_DELAYED_DISPLACEMENT,EP-03561,ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-07,TARGET,3632,50.75,1.2303,True
EP-03561-ENTRY_ON_COMPRESSION_BREAK,EP-03561,ENTRY_ON_COMPRESSION_BREAK,2026-06-07,TARGET,3632,50.75,1.2303,True
EP-03566-ENTRY_ON_TAP,EP-03566,ENTRY_ON_TAP,2026-06-07,TARGET,3632,50.75,4.6896,True
EP-03566-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-03566,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-07,TARGET,3632,37.75,1.7159,True
EP-03566-ENTRY_ON_DELAYED_DISPLACEMENT,EP-03566,ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-07,TARGET,3632,37.75,1.7159,True
EP-03593-ENTRY_ON_DELAYED_DISPLACEMENT,EP-03593,ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-07,STOP,3681,-46.75,-1.0,False
EP-03593-ENTRY_ON_NEW_FVG,EP-03593,ENTRY_ON_NEW_FVG,2026-06-07,STOP,3681,-95.5,-1.0,False
EP-03594-ENTRY_ON_NEW_FVG,EP-03594,ENTRY_ON_NEW_FVG,2026-06-07,STOP,3681,-45.75,-1.0,False
EP-03600-ENTRY_ON_TAP,EP-03600,ENTRY_ON_TAP,2026-06-07,STOP,3681,-41.75,-1.0,False
EP-03600-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-03600,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-07,STOP,3681,-45.75,-1.0,False
EP-03600-ENTRY_ON_DELAYED_DISPLACEMENT,EP-03600,ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-07,STOP,3681,-61.0,-1.0,False
EP-03600-ENTRY_ON_NEW_FVG,EP-03600,ENTRY_ON_NEW_FVG,2026-06-07,STOP,3681,-45.75,-1.0,False
EP-03603-ENTRY_ON_TAP,EP-03603,ENTRY_ON_TAP,2026-06-07,STOP,3681,-113.25,-1.0,False
EP-03610-ENTRY_ON_TAP,EP-03610,ENTRY_ON_TAP,2026-06-07,STOP,3680,-11.75,-1.0,False
EP-03610-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-03610,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-07,STOP,3680,-22.5,-1.0,False
EP-03610-ENTRY_ON_STRONG_REJECTION,EP-03610,ENTRY_ON_STRONG_REJECTION,2026-06-07,STOP,3680,-57.75,-1.0,False
EP-03610-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-03610,ENTRY_ON_IMMEDIATE_DISPLACEMENT,2026-06-07,STOP,3680,-22.5,-1.0,False
EP-03610-ENTRY_ON_DELAYED_DISPLACEMENT,EP-03610,ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-07,STOP,3680,-51.75,-1.0,False
EP-03610-ENTRY_ON_NEW_FVG,EP-03610,ENTRY_ON_NEW_FVG,2026-06-07,STOP,3680,-36.25,-1.0,False
EP-03611-ENTRY_ON_TAP,EP-03611,ENTRY_ON_TAP,2026-06-07,STOP,3677,-11.75,-1.0,False
EP-03611-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-03611,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-07,STOP,3677,-25.5,-1.0,False
EP-03611-ENTRY_ON_STRONG_REJECTION,EP-03611,ENTRY_ON_STRONG_REJECTION,2026-06-07,STOP,3677,-47.0,-1.0,False
EP-03611-ENTRY_ON_DELAYED_DISPLACEMENT,EP-03611,ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-07,STOP,3677,-41.0,-1.0,False
EP-03611-ENTRY_ON_NEW_FVG,EP-03611,ENTRY_ON_NEW_FVG,2026-06-07,STOP,3677,-25.5,-1.0,False
EP-03612-ENTRY_ON_TAP,EP-03612,ENTRY_ON_TAP,2026-06-07,STOP,3677,-41.0,-1.0,False
EP-03612-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-03612,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-07,STOP,3677,-55.5,-1.0,False
EP-03612-ENTRY_ON_DELAYED_DISPLACEMENT,EP-03612,ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-07,STOP,3677,-55.5,-1.0,False
EP-03616-ENTRY_ON_TAP,EP-03616,ENTRY_ON_TAP,2026-06-07,STOP,3676,-21.0,-1.0,False
EP-03616-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-03616,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-07,STOP,3676,-32.25,-1.0,False
EP-03616-ENTRY_ON_MINIMAL_WICK_REJECTION,EP-03616,ENTRY_ON_MINIMAL_WICK_REJECTION,2026-06-07,STOP,3676,-32.25,-1.0,False
EP-03616-ENTRY_ON_STRONG_REJECTION,EP-03616,ENTRY_ON_STRONG_REJECTION,2026-06-07,STOP,3676,-32.25,-1.0,False
EP-03616-ENTRY_ON_DELAYED_DISPLACEMENT,EP-03616,ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-07,STOP,3676,-32.25,-1.0,False
EP-03616-ENTRY_ON_NEW_FVG,EP-03616,ENTRY_ON_NEW_FVG,2026-06-07,STOP,3676,-40.75,-1.0,False
EP-03620-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-03620,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-07,STOP,3675,-28.0,-1.0,False
EP-03625-ENTRY_ON_DELAYED_DISPLACEMENT,EP-03625,ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-07,STOP,3675,-37.25,-1.0,False
EP-03628-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-03628,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-07,STOP,3677,-51.75,-1.0,False
EP-03628-ENTRY_ON_DELAYED_DISPLACEMENT,EP-03628,ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-07,STOP,3677,-61.0,-1.0,False
EP-03630-ENTRY_ON_TAP,EP-03630,ENTRY_ON_TAP,2026-06-07,STOP,3671,-10.8898,-1.0,False
EP-03730-ENTRY_ON_NEW_FVG,EP-03730,ENTRY_ON_NEW_FVG,2026-06-07,STOP,4005,-102.25,-1.0,False
EP-03732-ENTRY_ON_NEW_FVG,EP-03732,ENTRY_ON_NEW_FVG,2026-06-07,STOP,3894,-99.75,-1.0,False
EP-03733-ENTRY_ON_DELAYED_DISPLACEMENT,EP-03733,ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-07,STOP,3894,-145.5,-1.0,False
EP-03735-ENTRY_ON_NEW_FVG,EP-03735,ENTRY_ON_NEW_FVG,2026-06-07,STOP,3884,-70.25,-1.0,False
EP-03740-ENTRY_ON_TAP,EP-03740,ENTRY_ON_TAP,2026-06-07,STOP,3750,-55.5,-1.0,False
EP-03741-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-03741,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-07,STOP,3883,-92.75,-1.0,False
EP-03741-ENTRY_ON_DELAYED_DISPLACEMENT,EP-03741,ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-07,STOP,3883,-92.75,-1.0,False
EP-03742-ENTRY_ON_DELAYED_DISPLACEMENT,EP-03742,ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-07,STOP,3884,-152.25,-1.0,False
EP-03744-ENTRY_ON_DELAYED_DISPLACEMENT,EP-03744,ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-07,STOP,3884,-66.75,-1.0,False
EP-03744-ENTRY_ON_NEW_FVG,EP-03744,ENTRY_ON_NEW_FVG,2026-06-07,STOP,3884,-102.75,-1.0,False
EP-03744-ENTRY_ON_NEW_IFVG,EP-03744,ENTRY_ON_NEW_IFVG,2026-06-07,STOP,3884,-66.75,-1.0,False
EP-03749-ENTRY_ON_TAP,EP-03749,ENTRY_ON_TAP,2026-06-07,STOP,3884,-63.0,-1.0,False
EP-03749-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-03749,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-07,STOP,3884,-99.0,-1.0,False
EP-03749-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-03749,ENTRY_ON_IMMEDIATE_DISPLACEMENT,2026-06-07,STOP,3884,-99.0,-1.0,False
EP-03749-ENTRY_ON_NEW_FVG,EP-03749,ENTRY_ON_NEW_FVG,2026-06-07,STOP,3884,-99.0,-1.0,False
EP-03749-ENTRY_ON_NEW_IFVG,EP-03749,ENTRY_ON_NEW_IFVG,2026-06-07,STOP,3884,-106.25,-1.0,False
EP-03751-ENTRY_ON_TAP,EP-03751,ENTRY_ON_TAP,2026-06-07,STOP,3884,-105.25,-1.0,False
EP-03751-ENTRY_ON_DELAYED_DISPLACEMENT,EP-03751,ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-07,STOP,3884,-148.5,-1.0,False
EP-03753-ENTRY_ON_DELAYED_DISPLACEMENT,EP-03753,ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-07,STOP,3884,-148.5,-1.0,False
EP-03758-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-03758,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-07,STOP,3799,-41.25,-1.0,False
EP-03758-ENTRY_ON_MINIMAL_WICK_REJECTION,EP-03758,ENTRY_ON_MINIMAL_WICK_REJECTION,2026-06-07,STOP,3799,-41.25,-1.0,False
EP-03758-ENTRY_ON_DELAYED_DISPLACEMENT,EP-03758,ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-07,STOP,3799,-52.5,-1.0,False
EP-03758-ENTRY_ON_COMPRESSION_BREAK,EP-03758,ENTRY_ON_COMPRESSION_BREAK,2026-06-07,STOP,3799,-57.0,-1.0,False
EP-03758-ENTRY_ON_NEW_IFVG,EP-03758,ENTRY_ON_NEW_IFVG,2026-06-07,STOP,3799,-41.25,-1.0,False
EP-03762-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-03762,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-07,STOP,3797,-29.5,-1.0,False
EP-03762-ENTRY_ON_MINIMAL_WICK_REJECTION,EP-03762,ENTRY_ON_MINIMAL_WICK_REJECTION,2026-06-07,STOP,3797,-29.5,-1.0,False
EP-03762-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-03762,ENTRY_ON_IMMEDIATE_DISPLACEMENT,2026-06-07,STOP,3797,-29.5,-1.0,False
EP-03762-ENTRY_ON_NEW_FVG,EP-03762,ENTRY_ON_NEW_FVG,2026-06-07,STOP,3797,-46.0,-1.0,False
EP-03768-ENTRY_ON_IFVG_RETEST,EP-03768,ENTRY_ON_IFVG_RETEST,2026-06-07,STOP,3798,-33.25,-1.0,False
EP-03768-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-03768,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-07,STOP,3798,-47.5,-1.0,False
EP-03768-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-03768,ENTRY_ON_IMMEDIATE_DISPLACEMENT,2026-06-07,STOP,3798,-47.5,-1.0,False
EP-03768-ENTRY_ON_NEW_FVG,EP-03768,ENTRY_ON_NEW_FVG,2026-06-07,STOP,3798,-56.0,-1.0,False
EP-03774-ENTRY_ON_TAP,EP-03774,ENTRY_ON_TAP,2026-06-07,STOP,3797,-49.25,-1.0,False
EP-03774-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-03774,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-07,STOP,3797,-55.0,-1.0,False
EP-03774-ENTRY_ON_DELAYED_DISPLACEMENT,EP-03774,ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-07,STOP,3797,-68.25,-1.0,False
EP-03775-ENTRY_ON_TAP,EP-03775,ENTRY_ON_TAP,2026-06-07,STOP,3797,-24.2302,-1.0,False
EP-03775-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-03775,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-07,STOP,3795,-24.1998,-1.0,False
EP-03775-ENTRY_ON_DELAYED_DISPLACEMENT,EP-03775,ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-07,STOP,3795,-31.75,-1.0,False
EP-04119-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-04119,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-08,STOP,4121,-82.0,-1.0,False
EP-04119-ENTRY_ON_NEW_FVG,EP-04119,ENTRY_ON_NEW_FVG,2026-06-08,STOP,4121,-82.0,-1.0,False
EP-04133-ENTRY_ON_COMPRESSION_BREAK,EP-04133,ENTRY_ON_COMPRESSION_BREAK,2026-06-08,STOP,4121,-112.0,-1.0,False
EP-04133-ENTRY_ON_NEW_FVG,EP-04133,ENTRY_ON_NEW_FVG,2026-06-08,STOP,4121,-88.0,-1.0,False
EP-04141-ENTRY_ON_TAP,EP-04141,ENTRY_ON_TAP,2026-06-08,STOP,4121,-102.5,-1.0,False
EP-04141-ENTRY_ON_DELAYED_DISPLACEMENT,EP-04141,ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-08,STOP,4173,-86.5,-1.0,False
EP-04150-ENTRY_ON_TAP,EP-04150,ENTRY_ON_TAP,2026-06-08,STOP,4115,-61.0,-1.0,False
EP-04150-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-04150,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-08,STOP,4115,-86.5,-1.0,False
EP-04151-ENTRY_ON_TAP,EP-04151,ENTRY_ON_TAP,2026-06-08,STOP,4115,-61.0,-1.0,False
EP-04151-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-04151,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-08,STOP,4115,-74.75,-1.0,False
EP-04151-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-04151,ENTRY_ON_IMMEDIATE_DISPLACEMENT,2026-06-08,STOP,4115,-74.75,-1.0,False
EP-04174-ENTRY_ON_TAP,EP-04174,ENTRY_ON_TAP,2026-06-08,STOP,4155,-24.75,-1.0,False
EP-04175-ENTRY_ON_TAP,EP-04175,ENTRY_ON_TAP,2026-06-08,STOP,4155,-26.25,-1.0,False
EP-04177-ENTRY_ON_TAP,EP-04177,ENTRY_ON_TAP,2026-06-08,TARGET,4162,35.0,2.3946,True
EP-04178-ENTRY_ON_TAP,EP-04178,ENTRY_ON_TAP,2026-06-08,TARGET,4162,43.0,3.033,True
EP-04179-ENTRY_ON_TAP,EP-04179,ENTRY_ON_TAP,2026-06-08,TARGET,4162,43.0,3.033,True
EP-04179-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-04179,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-08,TARGET,4162,30.75,2.1579,True
EP-04179-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-04179,ENTRY_ON_IMMEDIATE_DISPLACEMENT,2026-06-08,TARGET,4162,30.75,2.1579,True
EP-04280-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-04280,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-08,STOP,4270,-10.25,-1.0,False
EP-04288-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-04288,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-08,TARGET,4303,23.0,0.5897,True
EP-04288-ENTRY_ON_COMPRESSION_BREAK,EP-04288,ENTRY_ON_COMPRESSION_BREAK,2026-06-08,TARGET,4303,23.0,0.5897,True
EP-04289-ENTRY_ON_DELAYED_DISPLACEMENT,EP-04289,ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-08,TARGET,4303,26.0,0.7222,True
EP-04289-ENTRY_ON_NEW_IFVG,EP-04289,ENTRY_ON_NEW_IFVG,2026-06-08,TARGET,4303,26.0,0.7222,True
EP-04296-ENTRY_ON_IFVG_RETEST,EP-04296,ENTRY_ON_IFVG_RETEST,2026-06-08,TARGET,4303,28.0,1.0,True
EP-04408-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-04408,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-08,STOP,4409,-41.75,-1.0,False
EP-04408-ENTRY_ON_COMPRESSION_BREAK,EP-04408,ENTRY_ON_COMPRESSION_BREAK,2026-06-08,STOP,4409,-41.75,-1.0,False
EP-04412-ENTRY_ON_TAP,EP-04412,ENTRY_ON_TAP,2026-06-08,STOP,4409,-18.0,-1.0,False
EP-04414-ENTRY_ON_TAP,EP-04414,ENTRY_ON_TAP,2026-06-08,STOP,4409,-13.5,-1.0,False
EP-04419-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-04419,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-08,STOP,4515,-59.25,-1.0,False
EP-04421-ENTRY_ON_TAP,EP-04421,ENTRY_ON_TAP,2026-06-08,STOP,4515,-59.25,-1.0,False
EP-04447-ENTRY_ON_TAP,EP-04447,ENTRY_ON_TAP,2026-06-08,STOP,4514,-39.5,-1.0,False
EP-04453-ENTRY_ON_TAP,EP-04453,ENTRY_ON_TAP,2026-06-08,STOP,4460,-8.6129,-1.0,False
EP-04453-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-04453,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-08,STOP,4460,-32.25,-1.0,False
EP-04453-ENTRY_ON_MINIMAL_WICK_REJECTION,EP-04453,ENTRY_ON_MINIMAL_WICK_REJECTION,2026-06-08,STOP,4460,-32.25,-1.0,False
EP-04453-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-04453,ENTRY_ON_IMMEDIATE_DISPLACEMENT,2026-06-08,STOP,4460,-32.25,-1.0,False
EP-04454-ENTRY_ON_TAP,EP-04454,ENTRY_ON_TAP,2026-06-08,STOP,4441,-8.5537,-1.0,False
EP-04455-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-04455,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-08,STOP,4514,-41.0,-1.0,False
